event_id,issue_id,issue_system_id,issue_type,new_value,old_value,priority,project_id,status
5db8009d9f0337033cc162b6,5db8009d9f0337033cc162b6,5db7f9399f0337033cc0ea71,Bug,0,,Critical,5db7e7440da3ef03c5c29845,timeestimate
5db802099f0337033cc17875,5db802099f0337033cc17875,5db7f9399f0337033cc0ea71,Bug,,993600,Major,5db7e7440da3ef03c5c29845,timeestimate
5db802429f0337033cc17b43,5db802429f0337033cc17b43,5db7f9399f0337033cc0ea71,Bug,86400,7200,Major,5db7e7440da3ef03c5c29845,timeestimate
5db803819f0337033cc18d38,5db803819f0337033cc18d38,5db7f9399f0337033cc0ea71,Improvement,7200,,Major,5db7e7440da3ef03c5c29845,timeestimate
5f0c3d3c91206327e5325108,5f0c3d3c91206327e5325108,5f0c3bdc91206327e5323ee9,New Feature,0,3600,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c3d3c91206327e5325108,5f0c3d3c91206327e5325108,5f0c3bdc91206327e5323ee9,New Feature,3600,3621600,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c3d3c91206327e5325108,5f0c3d3c91206327e5325108,5f0c3bdc91206327e5323ee9,New Feature,3621600,1810800,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c3d3c91206327e5325108,5f0c3d3c91206327e5325108,5f0c3bdc91206327e5323ee9,New Feature,1810800,0,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c3d3c91206327e5325108,5f0c3d3c91206327e5325108,5f0c3bdc91206327e5323ee9,New Feature,0,1209600,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c3da291206327e53257c9,5f0c3da291206327e53257c9,5f0c3bdc91206327e5323ee9,Improvement,3600,,Minor,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c3edc91206327e5327037,5f0c3edc91206327e5327037,5f0c3bdc91206327e5323ee9,Improvement,,604800,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c419191206327e532ac9c,5f0c419191206327e532ac9c,5f0c3bdc91206327e5323ee9,Sub-task,0,,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c435091206327e532d3ca,5f0c435091206327e532d3ca,5f0c3bdc91206327e5323ee9,Sub-task,0,7200,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c435091206327e532d3ca,5f0c435091206327e532d3ca,5f0c3bdc91206327e5323ee9,Sub-task,7200,56760,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c435091206327e532d3ca,5f0c435091206327e532d3ca,5f0c3bdc91206327e5323ee9,Sub-task,56760,57600,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c435491206327e532d414,5f0c435491206327e532d414,5f0c3bdc91206327e5323ee9,Sub-task,0,43200,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c435491206327e532d414,5f0c435491206327e532d414,5f0c3bdc91206327e5323ee9,Sub-task,43200,57600,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
5f0c435491206327e532d414,5f0c435491206327e532d414,5f0c3bdc91206327e5323ee9,Sub-task,57600,,Major,5e6f7e7e0da3ef2ed37503a8,timeestimate
